movieId,title,genres
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
6574,Eve of Destruction (1991),Action|Sci-Fi|Thriller
6620,American Splendor (2003),Comedy|Drama
6711,Lost in Translation (2003),Comedy|Drama|Romance
6786,Kiss of the Spider Woman (1985),Drama
6793,Beethoven (1992),Children|Comedy|Drama
6863,School of Rock (2003),Comedy|Musical
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6880,"Texas Chainsaw Massacre, The (2003)",Horror
6888,Scary Movie 3 (2003),Comedy|Horror
6952,Gothika (2003),Horror|Thriller
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
6957,Bad Santa (2003),Comedy|Crime
6979,WarGames (1983),Drama|Sci-Fi|Thriller
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller
7034,Show Me Love (Fucking Åmål) (1998),Drama|Romance
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama
7139,In America (2002),Drama|Romance
7147,Big Fish (2003),Drama|Fantasy|Romance
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
7263,Miracle (2004),Drama
7306,"Herod's Law (Ley de Herodes, La) (2000)",Comedy|Crime|Mystery
7318,"Passion of the Christ, The (2004)",Drama
7319,Club Dread (2004),Comedy|Horror
7324,Hidalgo (2004),Adventure|Drama
7328,"Passion of Anna, The (Passion, En) (1969)",Drama
7340,Just One of the Guys (1985),Comedy
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
7367,"Ladykillers, The (2004)",Comedy|Crime
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
7569,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller
7669,Pride and Prejudice (1995),Drama|Romance
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
8266,Purple Rain (1984),Drama|Musical
8290,Mitchell (1975),Action|Crime
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
8454,Luna Papa (1999),Comedy|Drama|Fantasy
8464,Super Size Me (2004),Comedy|Documentary|Drama
8622,Fahrenheit 9/11 (2004),Documentary
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller
8874,Shaun of the Dead (2004),Comedy|Horror
8910,I Heart Huckabees (2004),Comedy
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy
8949,Sideways (2004),Comedy|Drama|Romance
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
25769,"Steamboat Bill, Jr. (1928)",Comedy|Romance
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
26717,Begotten (1990),Drama|Horror
26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),Action|Crime|Thriller
26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama
27808,Spanglish (2004),Comedy|Drama|Romance
27904,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
30883,Fat Albert (2004),Comedy|Fantasy
31427,Hide and Seek (2005),Horror|Mystery|Thriller
31685,Hitch (2005),Comedy|Romance
31921,"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
33164,House of Wax (2005),Horror|Thriller
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
33794,Batman Begins (2005),Action|Crime|IMAX
33836,Bewitched (2005),Comedy|Fantasy|Romance
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi
34326,Last Days (2005),Drama
34405,Serenity (2005),Action|Adventure|Sci-Fi
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama
37741,Capote (2005),Crime|Drama
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
39183,Brokeback Mountain (2005),Drama|Romance
39234,North Country (2005),Drama
39292,"Good Night, and Good Luck. (2005)",Crime|Drama
40826,Rent (2005),Drama|Musical|Romance
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
42761,Casper Meets Wendy (1998),Adventure|Children|Comedy|Fantasy
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
44193,She's the Man (2006),Comedy|Romance
44204,Tsotsi (2005),Crime|Drama
44633,"Devil and Daniel Johnston, The (2005)",Documentary
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery
45186,Mission: Impossible III (2006),Action|Adventure|Thriller
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
45517,Cars (2006),Animation|Children|Comedy
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
46723,Babel (2006),Drama|Thriller
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
47538,Crime Busters (1977),Action|Adventure|Comedy|Crime
48322,Jackass Number Two (2006),Comedy|Documentary
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
48516,"Departed, The (2006)",Crime|Drama|Thriller
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
49272,Casino Royale (2006),Action|Adventure|Thriller
49286,"Holiday, The (2006)",Comedy|Romance
50872,Ratatouille (2007),Animation|Children|Drama
51662,300 (2007),Action|Fantasy|War|IMAX
52950,Day Watch (Dnevnoy dozor) (2006),Action|Fantasy|Horror|Thriller
53322,Ocean's Thirteen (2007),Crime|Thriller
53464,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
53550,Rescue Dawn (2006),Action|Adventure|Drama|War
53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
54787,Death Sentence (2007),Drama|Thriller
54881,"King of Kong, The (2007)",Documentary
55247,Into the Wild (2007),Action|Adventure|Drama
55276,Michael Clayton (2007),Drama|Thriller
55765,American Gangster (2007),Crime|Drama|Thriller
55820,No Country for Old Men (2007),Crime|Drama
56145,"Mist, The (2007)",Horror|Sci-Fi
56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
56563,Helvetica (2007),Documentary
56587,"Bucket List, The (2007)",Comedy|Drama
56715,Wristcutters: A Love Story (2006),Drama|Fantasy|Romance
58295,"Bank Job, The (2008)",Action|Crime|Thriller
58803,21 (2008),Crime|Drama|Romance|Thriller
59014,Superhero Movie (2008),Action|Comedy|Sci-Fi
59315,Iron Man (2008),Action|Adventure|Sci-Fi
59369,Taken (2008),Action|Crime|Drama|Thriller
60072,Wanted (2008),Action|Thriller
60074,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
60293,"Wackness, The (2008)",Comedy|Drama|Romance
60471,Rogue (2007),Action|Adventure|Horror|Sci-Fi|Thriller
60487,"It's the Great Pumpkin, Charlie Brown (1966)",Animation|Children|Comedy
60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
61132,Tropic Thunder (2008),Action|Adventure|Comedy|War
61246,Hamlet 2 (2008),Comedy
62849,RocknRolla (2008),Action|Crime
63082,Slumdog Millionaire (2008),Crime|Drama|Romance
63113,Quantum of Solace (2008),Action|Adventure|Thriller
64620,Frost/Nixon (2008),Drama
64957,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
65982,Outlander (2008),Action|Adventure|Sci-Fi
66171,Push (2009),Sci-Fi|Thriller
68157,Inglourious Basterds (2009),Action|Drama|War
68954,Up (2009),Adventure|Animation|Children|Drama
69122,"Hangover, The (2009)",Comedy|Crime
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX
69784,Brüno (Bruno) (2009),Comedy
70159,Orphan (2009),Drama|Horror|Mystery|Thriller
70286,District 9 (2009),Mystery|Sci-Fi|Thriller
71535,Zombieland (2009),Action|Comedy|Horror
72378,2012 (2009),Action|Drama|Sci-Fi|Thriller
72489,Ninja Assassin (2009),Action|Crime|Drama|Thriller
72605,Brothers (2009),Drama|Thriller|War
72701,Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi
73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
73266,Youth in Revolt (2009),Comedy|Drama|Romance
74458,Shutter Island (2010),Drama|Mystery|Thriller
74532,Cop Out (2010),Action|Comedy|Crime
77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
77866,Robin Hood (2010),Action|Adventure|Drama|Romance|War
78174,Sex and the City 2 (2010),Comedy|Drama|Romance
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
79008,South Park: Imaginationland (2008),Animation|Comedy|Fantasy
79091,Despicable Me (2010),Animation|Children|Comedy|Crime
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
79259,Cherrybomb (2009),Drama|Thriller
79592,"Other Guys, The (2010)",Action|Comedy
80489,"Town, The (2010)",Crime|Drama|Thriller
80590,Wall Street: Money Never Sleeps (2010),Drama
80969,Never Let Me Go (2010),Drama|Romance|Sci-Fi
81417,Paranormal Activity 2 (2010),Horror|IMAX
81845,"King's Speech, The (2010)",Drama
82167,Love and Other Drugs (2010),Comedy|Drama|Romance
82202,"Tourist, The (2010)",Drama|Thriller
83134,Tucker & Dale vs Evil (2010),Comedy|Horror
84152,Limitless (2011),Sci-Fi|Thriller
85510,Sucker Punch (2011),Action|Fantasy|Thriller|IMAX
85881,Win Win (2011),Comedy|Drama
86190,Hanna (2011),Action|Adventure|Mystery|Thriller
87304,Beginners (2010),Drama
88129,Drive (2011),Crime|Drama|Film-Noir|Thriller
88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War
89492,Moneyball (2011),Drama
89864,50/50 (2011),Comedy|Drama
90405,In Time (2011),Crime|Sci-Fi|Thriller
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
92694,Perfect Sense (2011),Drama|Romance|Sci-Fi
93510,21 Jump Street (2012),Action|Comedy|Crime
93723,Damsels in Distress (2011),Comedy|Romance
94150,Hysteria (2011),Comedy|Romance
94677,"Dictator, The (2012)",Comedy
94959,Moonrise Kingdom (2012),Comedy|Drama|Romance
95167,Brave (2012),Action|Adventure|Animation|Children
95875,Total Recall (2012),Action|Sci-Fi|Thriller
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX
96737,Dredd (2012),Action|Sci-Fi
97304,Argo (2012),Drama|Thriller
97306,Seven Psychopaths (2012),Comedy|Crime
97858,Mental (2012),Comedy|Drama
97950,"Man with the Iron Fists, The (2012)",Action|Adventure|Crime
98243,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX
99106,"Guilt Trip, The (2012)",Comedy
99992,Shadow Dancer (2012),Crime|Drama|Thriller
102123,This Is the End (2013),Action|Comedy
102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX
102993,"Way, Way Back, The (2013)",Comedy|Drama
103048,"Kings of Summer, The (2013)",Comedy
103228,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX
103339,White House Down (2013),Action|Drama|Thriller|IMAX
103688,"Conjuring, The (2013)",Horror|Thriller
103772,"Wolverine, The (2013)",Action|Adventure|Fantasy|Sci-Fi
103980,Blue Jasmine (2013),Drama
104841,Gravity (2013),Action|Sci-Fi|IMAX
104944,Short Term 12 (2013),Drama
105211,Enough Said (2013),Comedy|Drama|Romance
106002,Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX
106100,Dallas Buyers Club (2013),Drama
106489,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
106918,"Secret Life of Walter Mitty, The (2013)",Adventure|Comedy|Drama
107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),Action|Drama
107314,Oldboy (2013),Action|Drama|Mystery
108727,Nymphomaniac: Volume I (2013),Drama
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama
109487,Interstellar (2014),Sci-Fi|IMAX
109895,Bad Words (2013),Comedy
111320,Mom's Night Out (2014),Comedy
111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi
111443,Chef (2014),Comedy
112175,How to Train Your Dragon 2 (2014),Action|Adventure|Animation
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama
112556,Gone Girl (2014),Drama|Thriller
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
115617,Big Hero 6 (2014),Action|Animation|Comedy
115727,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),Action|Adventure
116797,The Imitation Game (2014),Drama|Thriller|War
117364,Virunga (2014),Documentary|War
117590,Horrible Bosses 2 (2014),Comedy|Crime
118900,Wild (2014),Drama
119141,The Interview (2014),Action|Comedy
119155,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy
120635,Taken 3 (2015),Action|Crime|Thriller
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
122890,Warcraft (2016),Action|Adventure|Fantasy
122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
122918,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
122924,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi
122926,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy
127052,Operation 'Y' & Other Shurik's Adventures (1965),Comedy|Crime|Romance
127146,Kurt Cobain: Montage of Heck (2015),Documentary
130576,Midnight Special (2015),Drama|Sci-Fi
134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
134881,Love & Mercy (2014),Drama
139385,The Revenant (2015),Adventure|Drama
140956,Ready Player One,Action|Sci-Fi|Thriller
141131,Guardians (2016),(no genres listed)
142448,Everest (2015),Adventure|Drama|Thriller
146028,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981),Crime|Mystery
147142,Those Happy Days (2006),Children|Comedy
149354,Sisters (2015),Children|Comedy
156371,Everybody Wants Some (2016),Comedy
157699,Snowden (2016),Drama|Thriller
159415,Swiss Army Man (2016),Comedy|Drama|Romance
159817,Planet Earth (2006),Documentary
159858,The Conjuring 2 (2016),Horror
162606,The Accountant (2016),Crime|Drama|Thriller
164179,Arrival (2016),Sci-Fi
164280,Endless Poetry (2016),Drama|Fantasy
168252,Logan (2017),Action|Sci-Fi
170705,Band of Brothers (2001),Action|Drama|War
171763,Baby Driver (2017),Action|Crime|Thriller
183897,Isle of Dogs (2018),Animation|Comedy
